code,name,name_clean,name_search,scie,grup,food_category,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water,ash,protein_percent,carbs_percent,fat_percent,fasat,fauns,fapu,cholc,ca,fe,mg,p,k,na,zn,vita,vitc,vitd,vite,thia,ribf,nia,vitb6c,folsum,fsugar,protein_density,fiber_density,search_keywords,tags,regn
L002,"Milk, whole, Cow","milk, whole, cow",milk whole cow,Unknown,Milk and Milk Products,Dairy,305.0,3.26,4.94,4.48,0.0,86.64,0.68,25.7,39.0,35.3,2.707,1.352,0.138,0.0,0.118,0.0,0.008,0.097,0.115,0.025,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,1.07,0.0,milk whole cow vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
L003,Paneer,paneer,paneer,Unknown,Milk and Milk Products,Dairy,1079.0,18.86,12.41,14.78,0.0,51.96,1.98,41.0,26.9,32.1,8.851,4.739,0.439,0.0,0.476,0.001,0.027,0.33,0.064,0.018,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,1.75,0.0,paneer vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
L004,Khoa,khoa,khoa,Unknown,Milk and Milk Products,Dairy,1322.0,16.34,16.53,20.62,0.0,42.51,4.0,30.5,30.9,38.5,12.936,6.454,0.79,0.0,0.602,0.002,0.059,0.476,0.536,0.048,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14,1.24,0.0,khoa vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
M001,"Egg, poultry, whole, raw","egg, poultry, whole, raw",egg poultry whole raw,Unknown,Egg and Egg Products,Protein,564.0,13.28,0.0,9.15,0.0,76.51,0.81,59.2,0.0,40.8,2.958,4.633,1.152,0.366,0.049,0.002,0.012,0.185,0.138,0.123,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,egg poultry whole raw eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,6
M002,"Egg, poultry, white, raw","egg, poultry, white, raw",egg poultry white raw,Unknown,Egg and Egg Products,Protein,187.0,10.84,0.0,0.06,0.0,86.68,0.75,99.4,0.0,0.6,0.0,0.0,0.0,0.0,0.006,0.0,0.011,0.016,0.152,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,5.8,0.0,egg poultry white raw eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,6
M003,"Egg, poultry, yolk, raw","egg, poultry, yolk, raw",egg poultry yolk raw,Unknown,Egg and Egg Products,Protein,1242.0,15.74,0.0,26.34,0.0,53.57,1.05,37.4,0.0,62.6,8.58,13.306,3.238,1.076,0.116,0.003,0.013,0.549,0.118,0.046,0.002,0.001,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.0,1.27,0.0,egg poultry yolk raw eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,6
M004,"Egg, poultry, whole, boiled","egg, poultry, whole, boiled",egg poultry whole boiled,Unknown,Egg and Egg Products,Protein,618.0,13.43,0.0,10.54,0.0,73.46,0.86,56.0,0.0,44.0,3.464,5.285,1.294,0.365,0.055,0.002,0.014,0.209,0.127,0.121,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,egg poultry whole boiled eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,6
M005,"Egg, poultry, white, boiled","egg, poultry, white, boiled",egg poultry white boiled,Unknown,Egg and Egg Products,Protein,220.0,12.37,0.0,0.26,0.0,83.54,0.81,97.9,0.0,2.1,0.0,0.0,0.0,0.0,0.008,0.0,0.012,0.023,0.147,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,5.62,0.0,egg poultry white boiled eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,6
M006,"Egg, poultry, yolk, boiled","egg, poultry, yolk, boiled",egg poultry yolk boiled,Unknown,Egg and Egg Products,Protein,1290.0,16.13,0.0,27.46,0.0,51.42,1.38,37.0,0.0,63.0,8.819,13.976,3.333,1.085,0.12,0.005,0.016,0.586,0.106,0.045,0.004,0.001,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,egg poultry yolk boiled eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,6
M007,"Egg, poultry, omlet","egg, poultry, omlet",egg poultry omlet,Unknown,Egg and Egg Products,Protein,710.0,16.53,0.0,11.6,0.0,68.48,0.96,58.8,0.0,41.2,3.179,7.783,3.168,0.316,0.053,0.002,0.015,0.222,0.163,0.169,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,egg poultry omlet eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,3
M008,"Egg, country hen, whole, raw","egg, country hen, whole, raw",egg country hen whole raw,Unknown,Egg and Egg Products,Protein,704.0,13.14,0.0,13.0,0.0,72.96,0.86,50.3,0.0,49.7,3.792,6.997,1.936,0.355,0.05,0.002,0.011,0.198,0.117,0.157,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,egg country hen whole raw eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
M009,"Egg, country hen, whole, boiled","egg, country hen, whole, boiled",egg country hen whole boiled,Unknown,Egg and Egg Products,Protein,767.0,14.43,0.0,14.1,0.0,70.43,0.94,50.6,0.0,49.4,4.074,7.629,1.882,0.369,0.058,0.002,0.011,0.206,0.12,0.149,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,egg country hen whole boiled eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
M010,"Egg, country hen, omlet","egg, country hen, omlet",egg country hen omlet,Unknown,Egg and Egg Products,Protein,855.0,14.8,0.0,16.3,0.0,67.8,1.08,47.6,0.0,52.4,4.886,8.741,2.317,0.318,0.056,0.002,0.013,0.243,0.151,0.157,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,egg country hen omlet eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
M011,"Egg, duck, whole, boiled","egg, duck, whole, boiled",egg duck whole boiled,Unknown,Egg and Egg Products,Protein,738.0,13.8,0.0,13.61,0.0,71.61,0.97,50.3,0.0,49.7,3.598,7.843,1.745,0.856,0.056,0.003,0.012,0.263,0.221,0.11,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,egg duck whole boiled eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
M012,"Egg, duck, whole, raw","egg, duck, whole, raw",egg duck whole raw,Unknown,Egg and Egg Products,Protein,760.0,14.6,0.0,13.83,0.0,70.53,0.99,51.4,0.0,48.6,3.373,7.747,1.684,0.839,0.052,0.002,0.012,0.247,0.228,0.113,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,egg duck whole raw eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
M013,"Egg, duck, whole, omlet","egg, duck, whole, omlet",egg duck whole omlet,Unknown,Egg and Egg Products,Protein,804.0,15.1,0.0,14.8,0.0,68.9,1.18,50.5,0.0,49.5,3.871,8.369,1.886,0.815,0.072,0.003,0.015,0.309,0.154,0.175,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,egg duck whole omlet eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
M014,"Egg, quial, whole, raw","egg, quial, whole, raw",egg quial whole raw,Unknown,Egg and Egg Products,Protein,635.0,12.39,0.0,11.46,0.0,75.11,0.94,51.9,0.0,48.1,2.788,6.609,2.399,0.833,0.061,0.003,0.011,0.236,0.119,0.132,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,egg quial whole raw eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
M015,"Egg, quial, whole, boiled","egg, quial, whole, boiled",egg quial whole boiled,Unknown,Egg and Egg Products,Protein,647.0,13.03,0.0,11.5,0.0,74.41,0.99,53.1,0.0,46.9,2.726,6.794,2.403,0.855,0.061,0.003,0.012,0.237,0.115,0.13,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,egg quial whole boiled eggetarian fishetarian nonveg,eggetarian fishetarian nonveg,1
N001,"Chicken, poultry, leg, skinless","chicken, poultry, leg, skinless",chicken poultry leg skinless,Unknown,Poultry,Protein,1605.0,19.44,0.0,12.64,0.0,67.61,1.14,60.6,0.0,39.4,1.157,2.221,0.661,0.084,0.021,0.001,0.024,0.199,0.283,0.065,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.006,0.0,0.0,0.0,1.21,0.0,chicken poultry leg skinless nonveg,nonveg,4
N002,"Chicken, poultry, thigh, skinless","chicken, poultry, thigh, skinless",chicken poultry thigh skinless,Unknown,Poultry,Protein,836.0,18.18,0.0,14.23,0.0,67.58,1.14,56.1,0.0,43.9,1.071,1.981,0.52,0.092,0.018,0.001,0.023,0.186,0.263,0.065,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.006,0.0,0.0,0.0,2.17,0.0,chicken poultry thigh skinless nonveg,nonveg,6
N003,"Chicken, poultry, breast, skinless","chicken, poultry, breast, skinless",chicken poultry breast skinless,Unknown,Poultry,Protein,704.0,21.81,0.0,9.0,0.0,67.15,1.19,70.8,0.0,29.2,0.816,1.358,0.367,0.062,0.013,0.001,0.02,0.178,0.295,0.037,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.001,0.0,0.0,3.1,0.0,chicken poultry breast skinless nonveg,nonveg,5
N004,"Chicken, poultry, wing, skinless","chicken, poultry, wing, skinless",chicken poultry wing skinless,Unknown,Poultry,Protein,807.0,17.42,0.0,13.81,0.0,67.48,1.13,55.8,0.0,44.2,1.241,2.435,0.658,0.055,0.028,0.001,0.023,0.189,0.185,0.073,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.007,0.0,0.0,0.0,2.16,0.0,chicken poultry wing skinless nonveg,nonveg,5
N005,"Poultry, chicken, liver","poultry, chicken, liver",poultry chicken liver,Unknown,Poultry,Protein,518.0,21.57,0.0,4.08,0.0,73.2,1.11,84.1,0.0,15.9,1.328,1.694,1.013,0.268,0.004,0.01,0.016,0.244,0.241,0.062,0.003,0.003,0.0,0.0,0.001,0.0,0.0,0.004,0.001,0.001,0.0,4.16,0.0,poultry chicken liver nonveg,nonveg,1
N006,"Poultry, chicken, gizzard","poultry, chicken, gizzard",poultry chicken gizzard,Unknown,Poultry,Protein,386.0,18.22,0.0,2.07,0.0,78.05,1.46,89.8,0.0,10.2,0.772,1.18,0.464,0.057,0.005,0.003,0.014,0.119,0.244,0.051,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.0,4.72,0.0,poultry chicken gizzard nonveg,nonveg,1
N007,"Country hen, leg, with skin","country hen, leg, with skin",country hen leg with skin,Unknown,Poultry,Protein,723.0,17.01,0.0,11.73,0.0,70.02,1.2,59.2,0.0,40.8,0.534,1.081,0.4,0.088,0.023,0.002,0.025,0.25,0.357,0.05,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.0,2.35,0.0,country hen leg with skin nonveg,nonveg,1
N008,"Country hen, thigh, with skin","country hen, thigh, with skin",country hen thigh with skin,Unknown,Poultry,Protein,785.0,18.29,0.0,12.82,0.0,67.46,1.23,58.8,0.0,41.2,0.61,1.11,0.36,0.092,0.02,0.001,0.024,0.232,0.33,0.051,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.0,0.0,0.0,2.33,0.0,country hen thigh with skin nonveg,nonveg,1
N009,"Country hen, breast, with skin","country hen, breast, with skin",country hen breast with skin,Unknown,Poultry,Protein,753.0,22.08,0.0,10.2,0.0,66.53,1.14,68.4,0.0,31.6,0.419,0.715,0.262,0.066,0.012,0.001,0.022,0.222,0.365,0.023,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.001,0.0,0.0,2.93,0.0,country hen breast with skin nonveg,nonveg,1
N010,"Country hen, wing, with skin","country hen, wing, with skin",country hen wing with skin,Unknown,Poultry,Protein,764.0,18.65,0.0,12.09,0.0,68.01,1.14,60.7,0.0,39.3,0.688,1.287,0.451,0.055,0.035,0.001,0.025,0.235,0.249,0.054,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.0,2.44,0.0,country hen wing with skin nonveg,nonveg,1
N011,"Duck, meat, with skin","duck, meat, with skin",duck meat with skin,Unknown,Poultry,Protein,547.0,19.07,0.0,6.03,0.0,73.49,1.22,76.0,0.0,24.0,0.345,2.519,0.304,0.082,0.023,0.004,0.026,0.237,0.273,0.082,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.0,0.0,0.0,3.49,0.0,duck meat with skin nonveg,nonveg,1
N012,"Emu, meat, skinless","emu, meat, skinless",emu meat skinless,Unknown,Poultry,Protein,556.0,22.65,0.0,4.62,0.0,71.65,0.98,83.1,0.0,16.9,0.2,0.386,0.144,0.073,0.007,0.004,0.025,0.243,0.275,0.048,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,4.07,0.0,emu meat skinless nonveg,nonveg,1
N013,"Guinea fowl, meat, with skin","guinea fowl, meat, with skin",guinea fowl meat with skin,Unknown,Poultry,Protein,469.0,20.52,0.0,3.24,0.0,75.21,0.92,86.4,0.0,13.6,1.138,1.923,0.995,0.087,0.031,0.002,0.021,0.187,0.24,0.058,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.004,0.001,0.0,0.0,4.38,0.0,guinea fowl meat with skin nonveg,nonveg,1
N014,"Pigeon, meat, with skin","pigeon, meat, with skin",pigeon meat with skin,Unknown,Poultry,Protein,528.0,17.94,0.0,6.03,0.0,74.61,1.32,74.8,0.0,25.2,1.828,3.87,1.282,0.107,0.018,0.004,0.029,0.255,0.346,0.056,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.003,0.0,0.0,0.0,3.4,0.0,pigeon meat with skin nonveg,nonveg,1
N015,"Quail, meat, skinless","quail, meat, skinless",quail meat skinless,Unknown,Poultry,Protein,576.0,20.92,0.0,5.95,0.0,71.58,1.35,77.9,0.0,22.1,2.024,3.599,0.81,0.078,0.021,0.002,0.031,0.3,0.333,0.056,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.005,0.001,0.0,0.0,3.63,0.0,quail meat skinless nonveg,nonveg,1
N016,"Turkey, leg, with skin","turkey, leg, with skin",turkey leg with skin,Unknown,Poultry,Protein,647.0,20.3,0.0,8.15,0.0,69.24,1.21,71.4,0.0,28.6,0.98,1.996,1.058,0.083,0.02,0.002,0.026,0.236,0.308,0.066,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0,0.0,0.0,3.14,0.0,turkey leg with skin nonveg,nonveg,1
N017,"Turkey, thigh, with skin","turkey, thigh, with skin",turkey thigh with skin,Unknown,Poultry,Protein,581.0,20.46,0.0,6.31,0.0,72.17,0.97,76.4,0.0,23.6,1.015,1.962,1.035,0.085,0.024,0.002,0.023,0.194,0.28,0.05,0.003,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.001,0.0,0.0,3.52,0.0,turkey thigh with skin nonveg,nonveg,1
N018,"Turkey, breast, with skin","turkey, breast, with skin",turkey breast with skin,Unknown,Poultry,Protein,671.0,21.96,0.0,8.04,0.0,68.44,1.01,73.2,0.0,26.8,0.934,1.939,1.055,0.081,0.014,0.001,0.022,0.182,0.315,0.04,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.001,0.0,0.0,3.27,0.0,turkey breast with skin nonveg,nonveg,1
N019,"Turkey, wing, with skin","turkey, wing, with skin",turkey wing with skin,Unknown,Poultry,Protein,771.0,21.91,0.0,10.77,0.0,66.16,0.97,67.0,0.0,33.0,0.897,1.739,0.913,0.08,0.033,0.001,0.024,0.199,0.262,0.057,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,2.84,0.0,turkey wing with skin nonveg,nonveg,1
O001,"Goat, shoulder, meat","goat, shoulder, meat",goat shoulder meat,Unknown,Animal Meat,Protein,787.0,20.33,0.0,11.94,0.0,66.39,0.9,63.0,0.0,37.0,5.444,5.545,0.643,0.082,0.006,0.001,0.021,0.189,0.332,0.047,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,2.58,0.0,goat shoulder meat nonveg,nonveg,6
O002,"Goat, chops","goat, chops",goat chops,Unknown,Animal Meat,Protein,568.0,20.39,0.0,5.98,0.0,72.46,0.99,77.3,0.0,22.7,2.877,2.605,0.259,0.088,0.007,0.002,0.021,0.195,0.334,0.046,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,3.59,0.0,goat chops nonveg,nonveg,6
O003,"Goat, legs","goat, legs",goat legs,Unknown,Animal Meat,Protein,669.0,22.07,0.0,7.94,0.0,68.85,0.97,73.5,0.0,26.5,3.665,3.605,0.567,0.083,0.006,0.002,0.022,0.187,0.339,0.043,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,3.3,0.0,goat legs nonveg,nonveg,6
O004,"Goat, brain","goat, brain",goat brain,Unknown,Animal Meat,Protein,533.0,13.82,0.0,8.06,0.0,76.74,1.29,63.2,0.0,36.8,2.138,2.386,0.939,1.34,0.011,0.002,0.014,0.296,0.296,0.132,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,2.59,0.0,goat brain nonveg,nonveg,5
O005,"Goat, tongue","goat, tongue",goat tongue,Unknown,Animal Meat,Protein,789.0,16.63,0.0,13.68,0.0,68.4,1.02,54.9,0.0,45.1,5.028,5.674,0.758,0.206,0.007,0.002,0.019,0.212,0.223,0.118,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,2.11,0.0,goat tongue nonveg,nonveg,4
O006,"Goat, lungs","goat, lungs",goat lungs,Unknown,Animal Meat,Protein,401.0,16.86,0.0,3.09,0.0,79.03,0.74,84.5,0.0,15.5,1.564,1.268,0.374,0.448,0.01,0.007,0.011,0.209,0.18,0.086,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,4.2,0.0,goat lungs nonveg,nonveg,4
O007,"Goat, heart","goat, heart",goat heart,Unknown,Animal Meat,Protein,492.0,19.38,0.0,4.4,0.0,75.15,0.95,81.5,0.0,18.5,1.939,1.452,0.427,0.122,0.006,0.003,0.018,0.174,0.224,0.073,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,3.94,0.0,goat heart nonveg,nonveg,5
O008,"Goat, liver","goat, liver",goat liver,Unknown,Animal Meat,Protein,526.0,20.32,0.0,4.88,0.0,73.37,1.3,80.6,0.0,19.4,1.77,1.845,0.924,0.415,0.006,0.007,0.018,0.336,0.284,0.055,0.003,0.016,0.0,0.0,0.001,0.0,0.0,0.013,0.001,0.0,0.0,3.86,0.0,goat liver nonveg,nonveg,6
O009,"Goat, tripe","goat, tripe",goat tripe,Unknown,Animal Meat,Protein,386.0,15.36,0.0,3.36,0.0,80.94,0.23,82.1,0.0,17.9,1.682,1.4,0.246,0.113,0.021,0.001,0.013,0.059,0.045,0.022,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,3.98,0.0,goat tripe nonveg,nonveg,5
O010,"Goat, spleen","goat, spleen",goat spleen,Unknown,Animal Meat,Protein,401.0,18.45,0.0,2.37,0.0,77.93,1.15,88.6,0.0,11.4,1.2,0.968,0.352,0.243,0.008,0.051,0.015,0.266,0.368,0.052,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,4.6,0.0,goat spleen nonveg,nonveg,4
O011,"Goat, kidneys","goat, kidneys",goat kidneys,Unknown,Animal Meat,Protein,374.0,15.6,0.0,2.93,0.0,80.26,1.1,84.2,0.0,15.8,1.143,1.046,0.48,0.419,0.012,0.007,0.019,0.22,0.195,0.184,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,4.17,0.0,goat kidneys nonveg,nonveg,4
O012,"Goat, tube (small intestine)","goat, tube (small intestine)",goat tube small intestine ,Unknown,Animal Meat,Protein,525.0,12.92,0.0,8.26,0.0,78.12,0.54,61.0,0.0,39.0,4.445,3.123,0.619,0.176,0.028,0.002,0.007,0.056,0.13,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,2.46,0.0,goat tube small intestine  nonveg,nonveg,3
O013,"Goat, testis","goat, testis",goat testis,Unknown,Animal Meat,Protein,298.0,12.32,0.0,2.39,0.0,84.29,0.87,83.8,0.0,16.2,1.215,0.972,0.382,0.118,0.006,0.001,0.014,0.186,0.253,0.093,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,4.13,0.0,goat testis nonveg,nonveg,2
O014,"Sheep, shoulder","sheep, shoulder",sheep shoulder,Unknown,Animal Meat,Protein,840.0,18.24,0.0,14.31,0.0,66.51,0.86,56.0,0.0,44.0,6.916,6.195,1.099,0.075,0.005,0.002,0.021,0.195,0.336,0.046,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,2.17,0.0,sheep shoulder nonveg,nonveg,5
O015,"Sheep, chops","sheep, chops",sheep chops,Unknown,Animal Meat,Protein,496.0,18.0,0.0,5.15,0.0,75.66,1.09,77.8,0.0,22.2,2.773,2.225,0.309,0.086,0.008,0.002,0.021,0.191,0.323,0.045,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,3.63,0.0,sheep chops nonveg,nonveg,4
O016,"Sheep, leg","sheep, leg",sheep leg,Unknown,Animal Meat,Protein,686.0,21.42,0.0,8.69,0.0,68.26,0.94,71.1,0.0,28.9,3.745,3.274,0.669,0.085,0.007,0.002,0.022,0.187,0.333,0.049,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,3.12,0.0,sheep leg nonveg,nonveg,5
O017,"Sheep, brain","sheep, brain",sheep brain,Unknown,Animal Meat,Protein,492.0,13.05,0.0,7.29,0.0,78.36,1.19,64.2,0.0,35.8,2.04,2.049,0.866,1.336,0.01,0.002,0.014,0.271,0.312,0.122,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,2.65,0.0,sheep brain nonveg,nonveg,1
O018,"Sheep, tongue","sheep, tongue",sheep tongue,Unknown,Animal Meat,Protein,783.0,16.61,0.0,13.53,0.0,68.7,1.06,55.1,0.0,44.9,5.576,6.813,0.938,0.21,0.008,0.002,0.025,0.207,0.22,0.185,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,2.12,0.0,sheep tongue nonveg,nonveg,1
O019,"Sheep, lungs","sheep, lungs",sheep lungs,Unknown,Animal Meat,Protein,363.0,16.12,0.0,2.41,0.0,80.41,0.97,87.0,0.0,13.0,1.138,1.068,0.301,0.431,0.008,0.009,0.012,0.187,0.204,0.109,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,4.44,0.0,sheep lungs nonveg,nonveg,2
O020,"Sheep, heart","sheep, heart",sheep heart,Unknown,Animal Meat,Protein,445.0,18.19,0.0,3.66,0.0,77.06,0.97,83.2,0.0,16.8,1.677,1.205,0.332,0.112,0.007,0.003,0.015,0.163,0.225,0.073,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,4.09,0.0,sheep heart nonveg,nonveg,1
O021,"Sheep, liver","sheep, liver",sheep liver,Unknown,Animal Meat,Protein,559.0,22.26,0.0,4.87,0.0,69.71,1.26,82.0,0.0,18.0,1.822,1.786,1.014,0.43,0.006,0.006,0.018,0.334,0.28,0.056,0.004,0.014,0.0,0.0,0.001,0.0,0.0,0.016,0.0,0.0,0.0,3.98,0.0,sheep liver nonveg,nonveg,4
O022,"Sheep, tripe","sheep, tripe",sheep tripe,Unknown,Animal Meat,Protein,435.0,16.76,0.0,4.05,0.0,78.81,0.26,80.5,0.0,19.5,1.962,1.744,0.21,0.113,0.015,0.001,0.018,0.056,0.049,0.018,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,3.85,0.0,sheep tripe nonveg,nonveg,2
O023,"Sheep, spleen","sheep, spleen",sheep spleen,Unknown,Animal Meat,Protein,384.0,16.02,0.0,3.02,0.0,79.66,1.17,84.1,0.0,15.9,1.533,1.23,0.466,0.262,0.011,0.053,0.017,0.266,0.327,0.051,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,4.17,0.0,sheep spleen nonveg,nonveg,1
O024,"Sheep, kidneys","sheep, kidneys",sheep kidneys,Unknown,Animal Meat,Protein,384.0,16.22,0.0,2.92,0.0,79.77,1.0,84.7,0.0,15.3,1.127,1.051,0.463,0.299,0.014,0.006,0.017,0.204,0.198,0.163,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.001,0.0,0.0,4.22,0.0,sheep kidneys nonveg,nonveg,2
O025,"Beef, shoulder","beef, shoulder",beef shoulder,Unknown,Animal Meat,Protein,889.0,20.56,0.0,14.59,0.0,63.84,0.95,58.5,0.0,41.5,7.046,7.235,1.008,0.066,0.006,0.002,0.022,0.201,0.367,0.046,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,2.31,0.0,beef shoulder nonveg,nonveg,6
O026,"Beef, chops","beef, chops",beef chops,Unknown,Animal Meat,Protein,585.0,19.82,0.0,6.71,0.0,72.4,0.96,74.7,0.0,25.3,3.031,3.117,0.437,0.046,0.005,0.002,0.025,0.209,0.383,0.032,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,3.39,0.0,beef chops nonveg,nonveg,4
O027,"Beef, round (leg)","beef, round (leg)",beef round leg ,Unknown,Animal Meat,Protein,658.0,22.64,0.0,7.38,0.0,68.04,1.19,75.4,0.0,24.6,2.998,3.76,0.48,0.056,0.006,0.002,0.027,0.215,0.366,0.039,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,3.44,0.0,beef round leg  nonveg,nonveg,6
O028,"Beef, brain","beef, brain",beef brain,Unknown,Animal Meat,Protein,523.0,10.55,0.0,9.28,0.0,78.71,1.37,53.2,0.0,46.8,2.49,2.717,0.848,1.668,0.011,0.002,0.016,0.326,0.32,0.127,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,2.02,0.0,beef brain nonveg,nonveg,4
O029,"Beef, tongue","beef, tongue",beef tongue,Unknown,Animal Meat,Protein,731.0,15.63,0.0,12.57,0.0,70.97,0.73,55.4,0.0,44.6,6.287,5.225,0.484,0.141,0.009,0.002,0.023,0.22,0.26,0.09,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,2.14,0.0,beef tongue nonveg,nonveg,4
O030,"Beef, lungs","beef, lungs",beef lungs,Unknown,Animal Meat,Protein,351.0,15.66,0.0,2.28,0.0,80.83,1.13,87.3,0.0,12.7,1.198,0.891,0.244,0.334,0.009,0.007,0.012,0.172,0.216,0.109,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,4.46,0.0,beef lungs nonveg,nonveg,3
